Product category,Product subcategory,Product rating,Transaction number,Transaction date,Customer ID,Seller ID,Base Price,Discounts percentage,Service charge percentage,Product ID,Total amount per unit,Age,State code,Income annual,Occupation level,Income annual,Product score 1,Product score 2
C4,SC2,1,421301,07-06-2022,706806,569028,26.91,0.52,1.24,222,27.103752,,,,,,42.365,-1.6
C5,SC1,3,940154,19-06-2022,370588,194273,53.18,1.28,2.31,275,53.727754,24,22,,2,833500,85.77,-3.4
C5,SC2,4,366476,30-08-2022,648338,220597,18.46,3.19,1.48,287,18.144334,,,,,,35.69,-11.95
C2,SC2,2,613956,15-07-2022,783648,255774,21.23,1.91,1.82,95,21.210893,57,11,,2,523308,35.845,-7.55
C3,SC1,8,572976,30-06-2022,311367,928785,40.06,1.23,1.32,144,40.096054,,,,,,76.09,1.85
C2,SC2,3,327835,23-05-2022,783650,554631,18.68,0.05,1.32,111,18.917236,,,,,,34.02,2.75
C4,SC1,2,797314,14-08-2022,525412,220597,21.06,0.52,1.35,216,21.234798,,,,,,35.59,-0.6
C2,SC3,1,577223,26-03-2022,603026,709568,18.49,0.04,2.08,119,18.867196,,,,,,29.735,0.8
C2,SC1,1,339035,20-04-2022,365770,569028,35.2,1,1.44,73,35.35488,,,,,,54.8,-4
C3,SC1,7,791576,14-04-2022,390431,495456,22.47,2.46,1.67,148,22.292487,,,,,,47.705,-5.3
C1,SC2,4,265946,25-04-2022,532601,495456,28.51,0.14,1.31,37,28.843567,,,,,,50.765,3.3
C2,SC2,2,530049,03-08-2022,422037,194273,27.19,0.97,1.49,99,27.331388,,,,,,44.785,-2.85
C1,SC3,1,593897,18-05-2022,255137,593860,26.59,0.53,1.25,68,26.781448,,,,,,41.885,-1.65
C3,SC2,4,762409,08-06-2022,604632,709568,21.42,0.75,1.6,173,21.60207,,,,,,40.13,0.25
C2,SC2,4,231510,17-04-2022,264324,373981,26.03,1.41,1.02,105,25.928483,,,,,,47.045,-3.05
C3,SC1,3,838638,12-04-2022,952816,554631,52.76,0,1.59,146,53.598884,,,,,,85.14,3
C3,SC1,3,997295,01-04-2022,746030,672428,62.19,0.07,1.07,144,62.8119,,,,,,99.285,2.65
C2,SC1,4,996901,07-06-2022,976853,593860,43.25,1.8,1.12,81,42.9559,,,,,,72.875,-5
C1,SC1,1,562737,07-05-2022,475814,928785,32.9,0.07,1.44,18,33.35073,,,,,,51.35,0.65
C2,SC1,8,683768,12-03-2022,912988,709568,33.23,0.19,1.53,82,33.675282,,,,,,65.845,7.05
C2,SC3,4,225738,07-05-2022,535039,495456,21.76,0.3,1.42,123,22.003712,,,,,,40.64,2.5
C1,SC2,7,704282,31-05-2022,734235,800480,53.2,0.95,1.02,44,53.23724,,,,,,93.8,2.25
C3,SC1,2,796726,09-08-2022,334539,791247,64.28,0.55,1.45,152,64.85852,,,,,,100.42,-0.75
C1,SC2,4,582718,04-05-2022,491849,194273,70,1.62,1.25,31,69.741,,,,,,113,-4.1
C4,SC1,5,885753,12-08-2022,907969,373981,41.88,1.14,1.21,218,41.909316,,,,,,72.82,-0.7
C1,SC1,9,328722,29-07-2022,775516,800480,37.08,0.99,1.69,10,37.33956,,,,,,73.62,4.05
C3,SC1,2,323405,31-03-2022,546559,194273,38.47,0.34,1.44,148,38.89317,,,,,,61.705,0.3
C1,SC3,3,102737,18-06-2022,930293,800480,36.7,1.21,1.31,58,36.7367,,,,,,61.05,-3.05
C3,SC2,5,602216,06-03-2022,833066,642533,56.4,0.49,1.23,170,56.81736,,,,,,94.6,2.55
C1,SC2,1,823752,27-05-2022,353364,373981,35.08,0.13,1.4,40,35.525516,,,,,,54.62,0.35
C2,SC1,4,757343,10-04-2022,973091,593860,61.98,0.02,1.39,81,62.829126,,,,,,100.97,3.9
C2,SC1,6,136241,23-08-2022,491196,554631,27.66,0.56,1.84,82,28.014048,,,,,,53.49,3.2
C1,SC1,2,463883,13-03-2022,166821,554631,30.2,0.41,1.04,26,30.39026,45,6,,2,547294,49.3,-0.05
C2,SC1,1,944605,03-06-2022,500619,220597,26.71,,1.43,73,26.771433,,,,,,42.065,-5
C2,SC1,8,947856,26-05-2022,536309,800480,33.15,0.22,1.38,73,33.53454,,,,,,65.725,6.9
C1,SC2,8,702391,30-08-2022,345625,593860,50.94,0.39,2.07,43,51.795792,,,,,,92.41,6.05
C3,,1,988844,21-06-2022,766490,672428,27.73,0.44,1.1,141,27.913018,,,,,,43.595,-1.2
C5,SC1,3,390957,06-04-2022,190178,569028,63.55,1.57,1.13,275,63.27038,,,,,,101.325,-4.85
C3,SC3,1,825729,29-05-2022,630462,928785,51.98,0.59,1.23,192,52.312672,,,,,,79.97,-1.95
C5,SC1,3,878204,29-04-2022,493187,593860,30.86,0.85,1.38,277,31.023558,,,,,,52.29,-1.25
C2,SC3,3,971517,20-03-2022,485448,928785,27.2,1.63,1.24,115,27.09392,39,10,,1,1308337,46.8,-5.15
C2,SC2,6,434501,06-05-2022,564888,539784,24.72,0.21,1.57,99,25.056192,,,,,,49.08,4.95
C3,SC2,4,407834,27-05-2022,874278,435856,27.86,0.52,1.47,171,28.12467,,,,,,49.79,1.4
C2,SC2,2,207939,21-05-2022,769783,194273,52.05,1.42,1.75,95,52.221765,,,,,,82.075,-5.1
C5,SC2,2,479674,06-05-2022,846872,569028,61.79,0.02,1.21,301,62.525301,,,,,,96.685,1.9
C1,SC1,7,992335,16-06-2022,170566,647438,22.64,0.24,1.31,19,22.882248,,,,,,47.96,5.8
C1,SC1,3,213070,20-04-2022,282938,554631,25.31,1.52,1.33,18,25.261911,44,12,,1,567878,43.965,-4.6
C1,SC2,2,989672,18-07-2022,679303,220597,27.86,1.99,1.44,45,27.70677,,,,,,45.79,-7.95
C4,SC2,4,819914,01-04-2022,820651,113357,31.98,0.39,1.66,222,32.386146,,,,,,55.97,2.05
C1,SC2,2,480152,11-05-2022,360347,647438,47.19,0.62,1.25,40,47.487297,,,,,,74.785,-1.1
C1,SC1,4,576863,16-06-2022,675689,539784,34.56,0.46,1.19,11,34.812288,,,,,,59.84,1.7
C2,SC1,3,686355,18-07-2022,194402,495456,20.59,0.72,1.51,73,20.752661,,,,,,36.885,-0.6
C3,SC1,4,332103,11-07-2022,998028,647438,62.74,1.25,1.1,148,62.64589,,,,,,102.11,-2.25
C1,SC1,8,762000,17-06-2022,745304,539784,42.4,0.52,1.31,10,42.73496,49,20,,1,981546,79.6,5.4
C2,SC1,8,902052,22-07-2022,375219,435856,69.46,0.12,1.64,81,70.515792,,,,,,120.19,7.4
C1,SC1,4,478140,14-07-2022,745446,791247,89.17,0.02,1.85,22,90.801811,,,,,,141.755,3.9
C1,SC3,4,855172,27-04-2022,157187,373981,40.95,1.4,1.38,58,40.94181,,,,,,69.425,-3
C2,SC3,4,344089,12-08-2022,260928,672428,24.95,0.6,1.24,123,25.10968,,,,,,45.425,1
C1,SC2,3,972692,02-03-2022,911835,672428,33.91,2.04,1.2,35,33.625156,47,18,,1,500559,56.865,-7.2
C3,SC2,1,861960,07-04-2022,401795,709568,40.88,0.46,1.07,167,41.129368,,,,,,63.32,-1.3
C1,SC1,2,912229,15-08-2022,624883,539784,48.06,0.51,1.59,15,48.579048,,,,,,76.09,-0.55
C1,SC2,2,322347,24-06-2022,966353,800480,68.73,0.34,1.55,31,69.561633,,,,,,107.095,0.3
C2,SC1,6,598492,06-05-2022,172157,194273,19.32,0.12,1.08,86,19.505472,,,,,,40.98,5.4
C2,SC2,1,429844,25-08-2022,191466,539784,18.36,1.13,1.26,104,18.383868,,,,,,29.54,-4.65
C1,SC1,7,883336,31-05-2022,369634,791247,33.35,1.25,1.34,10,33.380015,,,,,,64.025,0.75
C2,SC1,5,664779,29-07-2022,702819,702163,36.8,1.54,1.03,82,36.61232,,,,,,65.2,-2.7
C3,SC2,2,897925,09-05-2022,348555,373981,61.08,0.54,1.77,170,61.831284,,,,,,95.62,-0.7
C4,SC2,5,278612,11-04-2022,405268,255774,71.33,1.62,1.22,222,71.04468,,,,,,116.995,-3.1
C5,SC1,7,277093,14-06-2022,157180,730238,19.26,0.42,1.75,276,19.516158,50,14,,2,567140,42.89,4.9
C5,SC3,4,680605,27-07-2022,589783,435856,56.06,0.43,1.08,306,56.42439,,,,,,92.09,1.85
C2,SC3,4,611518,25-04-2022,927698,194273,35.88,0.59,1.33,125,36.145512,,,,,,61.82,1.05
C1,SC3,9,519856,28-04-2022,927698,791247,55.38,0.13,1.02,57,55.872882,,,,,,101.07,8.35
C2,SC1,7,623900,28-08-2022,937840,255774,19.51,0.42,1.32,73,19.68559,,,,,,43.265,4.9
C1,SC1,4,365520,28-08-2022,264324,255774,37.99,2.19,1.04,10,37.553115,,,,,,64.985,-6.95
C2,SC2,3,716236,22-06-2022,235484,495456,25.4,0.64,1.45,97,25.60574,33,4,,1,743707,44.1,-0.2
,SC1,8,123639,12-05-2022,308686,220597,30.98,0.09,1.55,81,31.432308,46,24,,1,615504,62.47,7.55
C2,SC1,6,151343,18-08-2022,820388,255774,18.78,1.67,1.25,81,18.701124,,,,,,40.17,-2.35
C1,SC2,5,376426,02-08-2022,642464,593860,21.11,0.74,1.77,31,21.327433,47,8,,1,744909,41.665,1.3
C3,SC1,3,796179,01-07-2022,131255,113357,55.83,0.92,1.98,137,56.421798,,,,,,89.745,-1.6
C1,SC2,1,587808,18-04-2022,169118,194273,106.1,0.71,1.4,48,106.83209,,,,,,161.15,-2.55
C3,SC2,4,948247,11-08-2022,634536,647438,29.07,0.1,1.5,167,29.47698,,,,,,51.605,3.5
C3,SC1,4,136877,17-06-2022,808017,702163,27.02,0.17,1.23,148,27.306412,,,,,,48.53,3.15
C2,SC1,1,554782,25-06-2022,634536,435856,64.31,0.86,1.91,73,64.985255,,,,,,98.465,-3.3
C2,SC2,4,407018,08-07-2022,935222,255774,34.71,1.09,1.64,95,34.900905,,,,,,60.065,-1.45
C4,SC1,3,919256,15-06-2022,730086,928785,31.26,1.28,2.02,208,31.491324,,,,,,52.89,-3.4
C1,SC3,4,476686,12-05-2022,568668,928785,70.57,0.27,1.19,71,71.219244,,,,,,113.855,2.65
C2,SC2,5,844651,19-06-2022,744386,113357,28.92,0.17,1.55,110,29.319096,,,,,,53.38,4.15
C4,SC1,2,146322,06-03-2022,986067,800480,23.88,0.5,1.21,218,24.049548,,,,,,39.82,-0.5
C2,SC1,4,390715,16-07-2022,290977,113357,30.55,1.34,1.41,88,30.571385,40,25,,2,800374,53.825,-2.7
C1,SC3,6,767041,26-08-2022,704478,255774,41.93,0.16,1.15,71,42.345107,,,,,,74.895,5.2
C2,SC1,5,598690,21-05-2022,911425,539784,97.79,0.4,1.74,84,99.100386,34,9,,3,724552,156.685,3
C2,SC1,1,272569,20-05-2022,918693,113357,39.17,1.62,1.6,77,39.162166,,,,,,60.755,-7.1
C2,SC2,3,523787,07-08-2022,686756,539784,19.18,1.55,1.11,104,19.095608,,,,,,34.77,-4.75
C2,SC1,9,179987,09-06-2022,698811,702163,27.82,0.2,1.6,86,28.20948,,,,,,59.73,8
C3,SC1,4,156408,03-03-2022,773227,495456,27.34,2.13,1.03,150,27.03926,,,,,,49.01,-6.65
C2,SC2,4,292747,02-08-2022,170566,647438,26.07,0.1,1.13,103,26.338521,,,,,,47.105,3.5
C2,SC1,1,141113,24-06-2022,370593,435856,28.4,0.05,1.45,73,28.7976,,,,,,44.6,0.75
C2,SC1,9,202506,11-04-2022,604632,642533,47.36,1.2,1.27,76,47.393152,,,,,,89.04,3
C2,SC1,4,437566,31-07-2022,172928,539784,21.41,0.03,1.46,77,21.716163,,,,,,40.115,3.85
C4,SC2,3,568731,20-05-2022,978391,495456,46.11,0.63,2.11,238,46.792428,,,,,,75.165,-0.15
C3,SC1,2,140687,09-03-2022,971276,113357,37.9,1.41,1.58,151,37.96443,55,30,,3,838222,60.85,-5.05
C5,SC1,2,881296,16-08-2022,341269,220597,30.49,1.4,1.2,270,30.42902,,,,,,49.735,-5
C2,SC1,5,127765,12-08-2022,124424,800480,57.89,0.74,1.11,76,58.104193,49,29,,2,929483,96.835,1.3
C2,SC1,4,316658,03-07-2022,456515,373981,30.78,0.8,1.74,73,31.069332,,,,,,54.17,0
C2,SC2,2,961760,09-05-2022,440283,647438,50.63,0.21,1.83,96,51.450206,,,,,,79.945,0.95
C2,SC2,1,296264,24-07-2022,226964,495456,60.95,0.43,1.01,95,61.30351,,,,,,93.425,-1.15
C5,SC3,3,146268,19-05-2022,642464,220597,30.65,0.52,1.48,319,30.94424,47,8,,1,744909,51.975,0.4
C1,SC2,1,956053,15-08-2022,659614,435856,29.4,1.31,1.38,37,29.42058,,,,,,46.1,-5.55
C1,SC1,1,583865,10-05-2022,607942,554631,65.12,1.78,1.17,22,64.722768,,,,,,99.68,-7.9
C3,SC1,1,753240,05-06-2022,570215,647438,47.5,0.64,1.03,147,47.68525,,,,,,73.25,-2.2
C3,SC1,6,613620,09-08-2022,321097,791247,113.14,1.03,1.4,148,113.558618,,,,,,181.71,0.85
C1,SC1,6,693343,02-07-2022,378460,800480,17.73,0.4,1.69,14,17.958717,,,,,,38.595,4
C3,SC1,2,604598,13-06-2022,284053,255774,20.16,0.16,1.02,137,20.333376,,,,,,34.24,1.2
C3,SC1,5,945743,27-04-2022,659394,800480,17.87,0.78,1.11,148,17.928971,,,,,,36.805,1.1
C2,SC1,2,182981,01-06-2022,285393,593860,59.94,0.85,1.75,88,60.47946,,,,,,93.91,-2.25
C2,SC1,7,710480,29-04-2022,294378,255774,47.25,0.44,1.8,73,47.8926,48,19,,1,1065764,84.875,4.8
C3,SC3,2,742221,25-07-2022,505884,373981,44.38,0.91,1.25,189,44.530892,,,,,,70.57,-2.55
C1,SC2,1,211198,13-06-2022,356486,554631,49.17,0.35,1.4,37,49.686285,29,18,,2,606730,75.755,-0.75
C1,SC1,5,766128,14-07-2022,361358,709568,54.65,0.67,1.12,14,54.895925,,,,,,91.975,1.65
C1,SC3,6,802136,18-07-2022,360347,800480,68.32,0.41,1.68,55,69.187664,,,,,,114.48,3.95
C4,SC3,3,337934,01-05-2022,284243,569028,28.3,0.46,1.23,242,28.51791,,,,,,48.45,0.7
C4,SC2,2,881828,08-06-2022,265758,791247,20.07,1.57,1.26,234,20.007783,,,,,,34.105,-5.85
C1,SC2,5,391234,30-06-2022,580185,928785,24.5,0.75,1.32,36,24.63965,,,,,,46.75,1.25
C2,SC2,4,499881,31-05-2022,587198,647438,82.65,1.7,1.75,105,82.691325,,,,,,131.975,-4.5
C1,SC1,6,146906,13-03-2022,333730,554631,75.16,0.11,1.74,14,76.385108,63,17,,1,604675,124.74,5.45
C2,SC1,,975237,15-04-2022,908498,554631,25.23,0.38,1.05,87,25.399041,,,,,,41.845,0.1
C2,SC2,3,222540,11-03-2022,333730,373981,41.4,1.11,1.05,103,41.37516,63,17,,1,604675,68.1,-2.55
C2,SC1,6,463141,08-08-2022,502270,194273,27.77,0.42,1.84,86,28.164334,,,,,,53.655,3.9
C3,SC1,7,634581,19-07-2022,958445,647438,60.75,0.28,1.03,152,61.205625,,,,,,105.125,5.6
C2,SC1,2,616575,12-07-2022,570544,255774,63.78,1.63,1.46,86,63.671574,,,,,,99.67,-6.15
C5,SC2,5,295963,28-03-2022,940358,539784,52.13,0.4,1.89,286,52.906737,,,,,,88.195,3
C1,SC1,8,140584,23-03-2022,256508,593860,17.85,0.01,1.15,26,18.05349,,,,,,42.775,7.95
C3,SC3,2,716260,27-08-2022,194402,194273,29.46,0.79,1.35,189,29.624976,,,,,,48.19,-1.95
C4,SC2,3,898278,25-08-2022,608563,554631,16.13,0.08,1.38,234,16.33969,,,,,,30.195,2.6
C3,SC1,3,232461,03-03-2022,450110,569028,29.47,1.6,1.03,141,29.302021,,,,,,50.205,-5
C2,SC2,2,820442,15-04-2022,998028,113357,34.72,0.05,1.17,99,35.108864,,,,,,56.08,1.75
C2,SC1,3,421889,29-08-2022,194542,220597,31.36,0.65,1.44,87,31.607744,47,23,,1,873003,53.04,-0.25
C1,SC1,2,922225,25-07-2022,302542,928785,23.54,1.28,1.49,14,23.589434,57,7,,1,836511,39.31,-4.4
C4,SC1,2,565587,22-08-2022,745304,709568,48.76,1.09,1.74,214,49.07694,49,20,,1,981546,77.14,-3.45
C2,SC2,5,870264,20-04-2022,148828,709568,36.87,0.93,1.37,99,37.032228,63,16,,1,902503,65.305,0.35
C2,SC1,5,100047,09-06-2022,229912,593860,19.61,1.53,1.69,73,19.641376,41,18,,1,895102,39.415,-2.65
C3,SC2,2,732745,31-05-2022,966353,593860,42.83,1.63,1.06,170,42.585869,,,,,,68.245,-6.15
C2,SC1,1,197236,21-05-2022,774336,642533,41.03,0.63,1.26,73,41.288489,,,,,,63.545,-2.15
C3,SC1,8,453128,05-05-2022,166821,554631,16.39,1.82,1.38,139,16.317884,45,6,,2,547294,40.585,-1.1
C4,SC2,2,426578,11-07-2022,967345,800480,19.35,0.68,1.1,227,19.43127,42,5,,1,551767,33.025,-1.4
C2,SC1,2,850797,26-03-2022,981394,647438,23.56,0.28,1.69,89,23.892196,,,,,,39.34,0.6
C3,SC2,3,135786,13-08-2022,509409,928785,18.1,0.66,1.64,165,18.27738,,,,,,33.15,-0.3
C3,SC3,7,170600,22-05-2022,228275,730238,19.44,0.23,1.37,183,19.661616,,,,,,43.16,5.85
C2,SC1,9,661238,22-04-2022,686756,730238,22.79,0.54,1.65,88,23.042969,,,,,,52.185,6.3
C2,SC2,3,912752,24-04-2022,409830,373981,35.49,1.14,1.73,99,35.699391,,,,,,59.235,-2.7
C3,SC1,2,676762,11-07-2022,833066,672428,34.64,1.26,1.12,144,34.591504,,,,,,55.96,-4.3
C1,SC1,5,615378,15-07-2022,858336,791247,36.79,1.2,1.22,26,36.797358,,,,,,65.185,-1
C1,SC2,3,701000,27-07-2022,123632,539784,65.8,1.07,1.63,41,66.16848,,,,,,104.7,-2.35
C2,SC2,4,752278,11-08-2022,256152,255774,22.28,0.24,2.07,99,22.687724,,,,,,41.42,2.8
C5,SC1,1,547700,07-05-2022,719829,709568,50.93,0.76,1.56,270,51.33744,,,,,,78.395,-2.8
C2,,2,659870,14-03-2022,624282,113357,32.98,0.84,1.03,99,33.042662,,,,,,53.47,-2.2
C4,SC2,2,929591,23-03-2022,126562,113357,36.21,0.12,1.3,233,36.637278,,,,,,58.315,1.4
C3,SC1,3,179343,12-08-2022,711463,554631,22.14,0.31,1.42,141,22.385754,,,,,,39.21,1.45
C2,SC2,7,430260,29-06-2022,132542,255774,20.88,0.79,1.09,111,20.94264,,,,,,45.32,3.05
C3,SC2,1,281124,16-08-2022,635012,569028,29.38,1.07,1.32,168,29.45345,,,,,,46.07,-4.35
C3,SC2,1,762139,12-08-2022,293442,495456,30.58,0.73,1.76,166,30.894974,,,,,,47.87,-2.65
C1,SC2,9,510668,13-04-2022,840267,113357,80.82,0.1,2.33,38,82.622286,,,,,,139.23,8.5
C3,SC2,1,892838,17-07-2022,158180,569028,37.09,1.86,1.31,170,36.886005,,,,,,57.635,-8.3
C2,SC2,1,188969,06-03-2022,957318,928785,20.02,1.39,1.28,104,19.997978,,,,,,32.03,-5.95
C2,SC1,2,877165,01-03-2022,811809,642533,46.04,0.45,,87,46.371488,,,,,,73.06,-0.25
C4,SC2,2,968019,07-04-2022,607738,194273,24.22,0.86,1.87,235,24.464622,,,,,,40.33,-2.3
C1,SC1,6,428724,24-08-2022,413390,554631,27.96,0.25,1.18,18,28.220028,,,,,,53.94,4.75
C1,SC2,5,497084,15-04-2022,334539,702163,15.28,0.11,1.08,31,15.428216,,,,,,32.92,4.45
C3,SC2,2,766517,24-05-2022,736724,373981,22.73,0.46,1.43,164,22.950481,,,,,,38.095,-0.3
C1,SC2,4,383450,11-03-2022,738919,730238,58.49,0.07,1.56,44,59.361501,,,,,,95.735,3.65
C1,SC1,3,956471,30-05-2022,298569,495456,77.54,1.13,1.62,16,77.919946,,,,,,122.31,-2.65
C1,SC1,3,419202,08-05-2022,316132,539784,28.9,0.22,1.47,19,29.26125,,,,,,49.35,1.9
C1,SC2,4,484778,24-07-2022,166821,569028,66.08,0.82,1.33,38,66.417008,45,6,,2,547294,107.12,-0.1
C1,SC1,3,208288,25-07-2022,463590,435856,53.81,1.44,1.66,18,53.928382,55,11,,3,575519,86.715,-4.2
C3,SC1,8,559200,20-07-2022,672160,702163,60.99,0.32,1.5,148,61.709682,,,,,,107.485,6.4
C2,SC1,4,840713,30-07-2022,833066,672428,24.32,1.87,1.02,76,24.11328,,,,,,44.48,-5.35
C4,SC1,4,757991,20-06-2022,630462,495456,17.34,0.11,1.09,216,17.509932,,,,,,34.01,3.45
C2,SC2,3,148225,16-04-2022,432625,113357,56.38,1.16,1.09,104,56.340534,52,23,,3,529643,90.57,-2.8
C4,SC2,6,841200,26-08-2022,240055,672428,37.76,0.16,1.19,222,38.148928,,,,,,68.64,5.2
C3,SC1,3,408002,03-03-2022,300249,495456,61.18,0.03,1.34,148,61.981458,46,7,,2,562224,97.77,2.85
C2,SC1,4,490269,01-04-2022,875938,709568,17.71,1.16,1.28,76,17.731252,,,,,,34.565,-1.8
C2,SC3,4,908873,03-03-2022,760299,539784,30.35,1.41,1.33,133,30.32572,,,,,,53.525,-3.05
C1,SC1,4,448339,13-06-2022,456760,539784,38.38,0.23,1.01,16,38.679364,,,,,,65.57,2.85
C3,SC3,1,170590,10-07-2022,766055,791247,46.61,1.62,1.52,187,46.56339,,,,,,71.915,-7.1
C2,SC1,1,440562,21-05-2022,602379,554631,33.27,1.11,1.06,86,33.253365,,,,,,51.905,-4.55
C3,SC1,4,711789,31-05-2022,312934,672428,60.79,0.43,1.02,148,61.148661,48,28,,2,1206665,99.185,1.85
C4,SC1,1,144462,04-04-2022,290977,435856,26.18,0.29,1.1,217,26.392058,40,25,,2,800374,41.27,-0.45
C3,SC2,,844371,14-03-2022,461646,539784,16.74,1.38,1.47,160,16.755066,,,,,,33.11,-2.9
C2,SC2,2,584891,31-03-2022,546930,255774,65.26,0.2,1.28,111,65.964808,,,,,,101.89,1
C2,SC3,6,286181,28-05-2022,843124,672428,59.32,0.18,1.62,123,60.174208,,,,,,100.98,5.1
C4,SC3,6,364449,10-05-2022,720480,113357,52.08,1.46,1.55,256,52.126872,,,,,,90.12,-1.3
C3,SC2,1,442912,05-06-2022,550778,593860,49.55,0.41,1.71,166,50.19415,,,,,,76.325,-1.05
C1,SC3,5,987360,23-08-2022,355984,647438,44.68,0.93,1.38,71,44.88106,,,,,,77.02,0.35
C3,SC1,3,621190,23-07-2022,783650,255774,38.39,0.31,1.41,149,38.81229,,,,,,63.585,1.45
C1,SC1,4,369197,09-04-2022,119580,642533,17.38,1.07,1.85,14,17.515564,44,20,,1,919191,34.07,-1.35
C3,SC2,4,496094,22-06-2022,563550,569028,37.79,0.59,1.58,173,38.164121,,,,,,64.685,1.05
C3,SC2,5,587128,15-08-2022,390629,928785,67.03,1.15,1.6,165,67.331635,,,,,,110.545,-0.75
C4,SC2,6,242533,03-05-2022,458329,255774,23.31,0.35,1.51,235,23.580396,,,,,,46.965,4.25
C2,SC1,3,225849,13-03-2022,321097,255774,61.32,1.72,1.07,83,60.92142,,,,,,97.98,-5.6
C3,,3,460000,20-07-2022,744386,730238,27.5,0,1.58,148,27.9345,,,,,,47.25,3
C3,SC1,4,452036,17-03-2022,791350,702163,25.14,0.26,1.01,144,25.32855,,,,,,45.71,2.7
C1,SC1,,573352,29-04-2022,694791,702163,26.34,0.09,1.69,16,26.76144,,,,,,41.51,0.55
C1,SC3,4,161671,08-04-2022,607738,647438,24.99,1.41,1.32,56,24.967509,,,,,,45.485,-3.05
C4,SC1,8,660876,24-06-2022,976853,730238,65.69,0.15,1.12,208,66.327193,,,,,,114.535,7.25
C1,SC1,6,270666,27-03-2022,712299,791247,54.65,0.12,1.43,15,55.365915,,,,,,93.975,5.4
C5,SC1,2,983272,12-07-2022,370379,709568,56.81,0.86,2.04,277,57.480358,,,,,,89.215,-2.3
C2,SC3,8,658086,21-03-2022,506186,113357,24.15,1.42,1.42,127,24.15,,,,,,52.225,0.9
C3,SC2,2,497883,13-06-2022,660535,435856,56.95,0.36,1.02,168,57.32587,,,,,,89.425,0.2
C4,SC2,2,664358,14-08-2022,535039,554631,38.95,0.43,1.22,222,39.257705,,,,,,62.425,-0.15
C3,SC1,3,637933,24-04-2022,843124,220597,17.42,0.88,1.41,146,17.512326,,,,,,32.13,-1.4
C1,SC2,5,588620,03-05-2022,958445,593860,28.22,0.61,1.37,35,28.434472,,,,,,52.33,1.95
C4,SC1,7,234979,06-06-2022,782189,791247,35.26,1.13,1.37,214,35.344624,58,10,,1,961894,66.89,1.35
C1,SC2,2,102964,02-06-2022,875938,255774,23.08,0.1,1.87,50,23.488516,,,,,,38.62,1.5
C2,SC2,2,331848,28-06-2022,374525,113357,26.98,0.71,1.09,105,27.082524,,,,,,44.47,-1.55
C2,SC1,1,749199,05-05-2022,659394,220597,40.33,0.22,1.31,73,40.769597,,,,,,62.495,-0.1
C2,SC2,5,595826,13-07-2022,741176,791247,48.11,0,1.16,96,48.668076,,,,,,82.165,5
C5,SC2,2,980930,27-08-2022,698811,569028,27.43,2.2,1.57,284,27.257191,,,,,,45.145,-9
C1,SC2,1,284484,13-03-2022,550778,647438,58.3,0.8,1.29,37,58.58567,,,,,,89.45,-3
C1,SC1,3,361123,01-05-2022,682043,435856,60.78,1.59,1.07,10,60.463944,50,11,,2,953060,97.17,-4.95
C2,SC3,5,834710,17-05-2022,742513,730238,51.97,0.83,1.31,124,52.219456,,,,,,87.955,0.85
C4,SC1,2,121108,25-04-2022,459104,647438,22.99,1.24,1.45,200,23.038279,,,,,,38.485,-4.2
C3,SC2,3,595907,06-08-2022,699051,220597,22.16,1.08,1.14,170,22.173296,,,,,,39.24,-2.4
C1,SC2,5,186457,25-04-2022,998028,495456,93.51,1.04,1.29,45,93.743775,,,,,,150.265,-0.2
C1,SC1,4,360391,12-08-2022,313453,539784,40.79,1.16,1.39,22,40.883817,,,,,,69.185,-1.8
C1,SC3,4,619431,12-05-2022,227113,373981,21.65,0.39,1.33,65,21.85351,,,,,,40.475,2.05
C4,SC1,3,389989,14-03-2022,226964,672428,22.05,0.34,1.04,214,22.20435,,,,,,39.075,1.3
C4,SC3,6,728773,31-05-2022,379965,709568,33,0.23,1.15,259,33.3036,,,,,,61.5,4.85
C3,SC1,6,443498,28-06-2022,657616,373981,79.3,1.48,1.48,137,79.3,,,,,,130.95,-1.4
C3,SC1,2,328886,23-04-2022,149613,642533,18.38,1.62,1.08,148,18.280748,,,,,,31.57,-6.1
C2,SC2,6,390974,26-05-2022,967345,113357,98.41,0.27,1.74,104,99.856627,42,5,,1,551767,159.615,4.65
C5,SC3,1,563216,10-05-2022,916146,569028,18.14,0.25,1.22,,18.315958,65,12,,3,973171,29.21,-0.25
C2,SC1,1,262323,30-05-2022,769783,702163,19.08,0.41,1.11,73,19.21356,,,,,,30.62,-1.05
C1,SC3,3,859181,12-03-2022,834246,593860,31.28,1.33,1.48,59,31.32692,65,28,,2,607721,52.92,-3.65
C2,SC1,2,617249,09-06-2022,957318,220597,51.32,0.54,1.84,87,51.98716,,,,,,80.98,-0.7
C2,SC1,4,583957,05-07-2022,151783,791247,17.98,0.74,1.08,83,18.041132,,,,,,34.97,0.3
C3,SC1,4,439053,08-04-2022,732768,642533,16.76,0.86,1.31,148,16.83542,,,,,,33.14,-0.3
C2,SC1,1,689828,17-07-2022,356486,593860,19.39,0.16,1,86,19.552876,29,18,,2,606730,31.085,0.2
C1,SC2,5,277646,20-05-2022,966353,220597,39.77,1.11,1.1,36,39.766023,,,,,,69.655,-0.55
C2,SC1,2,785466,22-07-2022,386416,220597,39.57,1.61,1.13,86,39.380064,,,,,,63.355,-6.05
